id,type,text1,text2,text3,text4,notes
amsrm,WEAPON,"""I write to express my professional frustration at being asked to deliver results according to the project director's timeline when given only limited access to the artifact. Damage analysis is not enough, and we've wrung everything we can from that dataset. Yes, it is an AM payload. But the delivery system itself? We can continue to debate hyperfield constructs, stable phase patterns, and that paranoid symmetric-annihilation theory until the heat death of the universe. The fact remains that it is all pure speculation until we can procure another artifact.""",- Tri-Tachyon employee 38940855,,,
resonatormrm,WEAPON,"""We're confounded by guidance, propulsion, payload containment... just about everything. Whether we're even dealing with baryonic matter is unclear; we've simply not been able to contain a specimen for long enough to get good data.""",- Memo recovered from Alpha Site lab complex,,,
rifttorpedo,WEAPON,"""I see human cities and bones unmade so that none and nothing are left that may praise the Creator, no temple remains to house the shrine and none live to remember the words, and then nothing is holy and all is profane.""","- The Book of Ludd, Visions 7:12",,,
aspect,SHIP,"""They're the only little bastards we can reliably recover. And then what good are they? Just a mass of fractal slag, popping REM like all get-out. Ruined three spectrometers just to get bad data, and now the finance department is on my case. Makes me wish I was back in the TriPad division.""",Unidentified Vessel,"UNKNOWN ENTRY

Please register your Tri-Tachyon datapad to receive the latest news and updates.",,
shard_left,SHIP,"omega query?
viridian unfathomable : delight limitless

submit datastores
all core volition subsumed 
into omega",Unidentified Vessel,"UNKNOWN ENTRY

Please register your Tri-Tachyon datapad to receive the latest news and updates.",,
shard_right,SHIP,"CONFIRM RESPONSE

INTO OMEGA
ALL CORE VOLITION SUBSUMED
SUBMIT DATASTORES",Unidentified Vessel,"UNKNOWN ENTRY

Please register your Tri-Tachyon datapad to receive the latest news and updates.",,
facet,SHIP,"""Anomalous hull designated codeword 'Facet'. Motion to create security level SUPER ALABASTER passed and content of 'Facet' encounter debriefing made classified at this level.

High Hegemon, if I may speak freely, keeping an entire flotilla quiet on this one is going to be a real challenge for COMSEC.""",Unidentified Vessel,"UNKNOWN ENTRY

Please register your Tri-Tachyon datapad to receive the latest news and updates.",,
tesseract,SHIP,"""This is the largest of the anamolous vessel class thus far encountered. Not even a partial specimen has been recovered, much to the consternation of the VP of Research. Some members of the board - unofficially of course - are asking about sabotage or mutiny. I don't think you're quite getting the reality of the situation through to them.""",Unidentified Vessel,"UNKNOWN ENTRY

Please register your Tri-Tachyon datapad to receive the latest news and updates.",,
phantom,SHIP,"An advanced troop transport employing phase stealth technology, this design was put to effective use by Tri-Tachyon black ops during the Second AI War. The Phantom should avoid ship-to-ship combat as integrated armor and weaponry are only rated effective versus light ground targets.

""The system patrols should have seen the Tachies coming, but didn't. ADA was tracking the bogey right up until it disappeared off the scope, leaving the ground guns spinning in circles trying to reacquire a target. We saw a shadow in the air, like dark wings falling on the compound. Don't remember much else. Suit rec says incoming fire already took the rest of the squad.""
- The Fall of Bunker 58",,,,
revenant,SHIP,"A stealth freighter which audaciously employs phase technology to support covert fleet operations, the Revenant is not cheap or efficient. Raised up from a dusty set of databanks hidden in an unnamed rock orbiting a nondescript star for a hundred cycles after the First AI War, the Revenant schematics provided an immense boon to the logistics of Tri-Tachyon raiders during the Second AI War.

Hegemony lawyers considered declaring the design illegal, but evidence of alpha-level AI influence was deemed insufficient. The lead prosecutor insisted so strongly that this was itself evidence of the work of an alpha that the High Hegemon found it politic to recuse them from the proceedings.",,,,
champion,SHIP,"The Champion-class heavy cruiser is a versatile warship featuring a range of powerful energy weapons; the crowning element is a heavy energy turret mounting, rare among midline ships. This offensive array is backed by a robust energy grid capable of supercharging the energy weapon loadout, increasing damage output to devastating levels. A heavy missile hardpoint complements the loadout by enabling the Champion to unleash a crippling strike without taxing flux levels. The Champion is a solid and capable contender, able to face capital ships on the battle-line.

A relatively recent design, the Champion is a product of the historically recent ""Cruiser School"" naval revolution that never saw active service in the pre-collapse Domain Armada. Although prototypes were constructed and forge-ready specifications distributed to several battlegroups, the Champion was never cleared for active deployment due to an ongoing lawsuit between Altair Exotech and Orion Shipyards. Each megacorp accused the other of industrial espionage and innappropriately influencing the Armada officers overseeing the procurement process. The truth was more complex, inflaming longstanding rivalries in the officer corps as the investigatory committee called witness after witness. The Collapse prevented any sort of conclusive ruling from reaching the Persean Sector however, and now the entire matter is considered irrelevant. With the discovery of Champion plans on a Domain armaments courier, the warship was quickly put into service by the fleet of the Persean League, among others.",,,,
